1,0.69
2,0.51
3,0.44
4,0.41
5,0.55
6,0.85
7,1.01
8,0.8
9,0.89
10,0.91
11,1.02
12,1.03
13,1.11
14,0.98
15,0.94
16,1.02
17,1.26
18,1.51
19,1.6
20,1.67
21,1.5
22,1.3
23,0.9
24,0.8
